Date,Time,Object ID,Logical ID,Category,Event,Behavior,Confidence,Centroid X,Centroid Y,Snapshot
2026-09-11,01:55:36,3,3,bus,INTRUSION,CROSSED_RESTRICTED_ZONE,0.9512,306,224,C:\Users\sharm\CCTV-YOLO\IBVAP\backend\logs\snapshots\intrusion_0375.jpg
2026-09-11,01:55:37,3,3,bus,INTRUSION,CROSSED_RESTRICTED_ZONE,0.9544,306,223,C:\Users\sharm\CCTV-YOLO\IBVAP\backend\logs\snapshots\intrusion_0376.jpg
2026-09-11,01:55:37,3,3,bus,INTRUSION,CROSSED_RESTRICTED_ZONE,0.9562,307,223,C:\Users\sharm\CCTV-YOLO\IBVAP\backend\logs\snapshots\intrusion_0377.jpg
2026-09-11,01:55:38,3,3,bus,INTRUSION,CROSSED_RESTRICTED_ZONE,0.9570,307,222,C:\Users\sharm\CCTV-YOLO\IBVAP\backend\logs\snapshots\intrusion_0378.jpg
2026-09-11,01:55:39,3,3,bus,INTRUSION,CROSSED_RESTRICTED_ZONE,0.9523,307,222,C:\Users\sharm\CCTV-YOLO\IBVAP\backend\logs\snapshots\intrusion_0379.jpg
2026-09-11,01:55:39,3,3,bus,INTRUSION,CROSSED_RESTRICTED_ZONE,0.9526,307,222,C:\Users\sharm\CCTV-YOLO\IBVAP\backend\logs\snapshots\intrusion_0380.jpg
2026-09-11,01:55:40,99,6,person,SUSPICIOUS_ACTIVITY,ERRATIC MOVEMENT,1.0000,69,333,C:\Users\sharm\CCTV-YOLO\IBVAP\backend\logs\snapshots\suspicious_0038.jpg
2026-09-11,01:55:40,3,3,bus,INTRUSION,CROSSED_RESTRICTED_ZONE,0.9461,307,221,C:\Users\sharm\CCTV-YOLO\IBVAP\backend\logs\snapshots\intrusion_0381.jpg
2026-09-11,01:55:41,3,3,bus,INTRUSION,CROSSED_RESTRICTED_ZONE,0.9498,306,221,C:\Users\sharm\CCTV-YOLO\IBVAP\backend\logs\snapshots\intrusion_0382.jpg
2026-09-11,01:55:41,3,3,bus,INTRUSION,CROSSED_RESTRICTED_ZONE,0.9475,307,221,C:\Users\sharm\CCTV-YOLO\IBVAP\backend\logs\snapshots\intrusion_0383.jpg
2026-09-11,01:55:42,3,3,bus,INTRUSION,CROSSED_RESTRICTED_ZONE,0.9526,307,222,C:\Users\sharm\CCTV-YOLO\IBVAP\backend\logs\snapshots\intrusion_0384.jpg
